complex_id,direction,alpha,n_int,int_recovery,noninterface_recovery,meanL_mpnn,meanL_esmif
1SBB_A_B,L,1.0,26,0.3089,0.307,0.4187,0.4324
1SBB_A_B,L,2.0,26,0.3137,0.3067,0.623,0.6201
1SBB_A_B,random,0.0,26,0.2758,0.307,-0.1913,-0.083
1SBB_A_B,random,0.25,26,0.2806,0.3071,-0.1806,-0.0653
1SBB_A_B,random,0.5,26,0.2692,0.307,-0.2052,-0.0719
1SBB_A_B,random,1.0,26,0.2692,0.3067,-0.2136,-0.0807
1SBB_A_B,random,2.0,26,0.2248,0.3068,-0.2852,-0.0833
1SBN_E_I,L,0.0,35,0.2821,0.4258,0.3857,0.1488
1SBN_E_I,L,0.25,35,0.279,0.4254,0.536,0.2831
1SBN_E_I,L,0.5,35,0.2804,0.426,0.6277,0.3717
1SBN_E_I,L,1.0,35,0.2696,0.4261,0.773,0.4918
1SBN_E_I,L,2.0,35,0.2469,0.4248,0.9464,0.6425
1SBN_E_I,random,0.0,35,0.2821,0.4258,0.3857,0.1488
1SBN_E_I,random,0.25,35,0.279,0.4248,0.3966,0.1722
1SBN_E_I,random,0.5,35,0.2763,0.425,0.375,0.1491
1SBN_E_I,random,1.0,35,0.2701,0.424,0.3151,0.1085
1SBN_E_I,random,2.0,35,0.2317,0.4234,0.2029,-0.027
1SGD_E_I,L,0.0,27,0.397,0.4498,0.2395,-0.1484
1SGD_E_I,L,0.25,27,0.4103,0.4504,0.44,0.0562
1SGD_E_I,L,0.5,27,0.4126,0.4506,0.5748,0.2065
1SGD_E_I,L,1.0,27,0.4005,0.4512,0.7604,0.3389
1SGD_E_I,L,2.0,27,0.3779,0.4503,0.9604,0.4188
1SGD_E_I,random,0.0,27,0.397,0.4498,0.2395,-0.1484
1SGD_E_I,random,0.25,27,0.4091,0.4509,0.2571,-0.1181
1SGD_E_I,random,0.5,27,0.4155,0.4515,0.2496,-0.1016
1SGD_E_I,random,1.0,27,0.3958,0.45,0.1249,-0.2583
1SGD_E_I,random,2.0,27,0.3368,0.4485,-0.0739,-0.5106
1SGE_E_I,L,0.0,27,0.3733,0.4551,0.2347,-0.2633
1SGE_E_I,L,0.25,27,0.386,0.455,0.4269,-0.0179
1SGE_E_I,L,0.5,27,0.3819,0.455,0.5905,0.155
1SGE_E_I,L,1.0,27,0.3652,0.4552,0.7688,0.3435
1SGE_E_I,L,2.0,27,0.3571,0.4544,0.9805,0.5679
1SGE_E_I,random,0.0,27,0.3733,0.4551,0.2347,-0.2633
1SGE_E_I,random,0.25,27,0.3669,0.4552,0.2449,-0.2723
1SGE_E_I,random,0.5,27,0.3478,0.4551,0.2413,-0.344
1SGE_E_I,random,1.0,27,0.3148,0.4541,0.1218,-0.5694
1SGE_E_I,random,2.0,27,0.2616,0.4546,-0.0603,-0.9135
1SGN_E_I,L,0.0,28,0.3594,0.4566,0.2595,-0.4438
1SGN_E_I,L,0.25,28,0.3672,0.4565,0.4503,-0.2308
1SGN_E_I,L,0.5,28,0.3717,0.4568,0.5818,-0.1
1SGN_E_I,L,1.0,28,0.3521,0.4558,0.734,-0.0195
1SGN_E_I,L,2.0,28,0.3331,0.4552,0.952,0.1839
1SGN_E_I,random,0.0,28,0.3594,0.4566,0.2595,-0.4438
1SGN_E_I,random,0.25,28,0.3588,0.4579,0.2397,-0.4025
1SGN_E_I,random,0.5,28,0.3583,0.4574,0.2259,-0.3371
1SGN_E_I,random,1.0,28,0.3326,0.4558,0.073,-0.3592
1SGN_E_I,random,2.0,28,0.3052,0.4546,-0.0704,-0.4045
1SGP_E_I,L,0.0,29,0.3966,0.4598,0.0573,-0.0595
1SGP_E_I,L,0.25,29,0.4084,0.46,0.2176,0.1363
1SGP_E_I,L,0.5,29,0.4106,0.46,0.3612,0.3032
1SGP_E_I,L,1.0,29,0.4073,0.4594,0.5219,0.504
1SGP_E_I,L,2.0,29,0.3885,0.4596,0.7122,0.69
1SGP_E_I,random,0.0,29,0.3966,0.4598,0.0573,-0.0595
1SGP_E_I,random,0.25,29,0.3949,0.4588,0.0457,-0.0667
1SGP_E_I,random,0.5,29,0.3869,0.4586,-0.0029,-0.1346
1SGP_E_I,random,1.0,29,0.3367,0.4577,-0.1832,-0.384
1SGP_E_I,random,2.0,29,0.2511,0.4536,-0.4749,-0.8766
1SGQ_E_I,L,0.0,26,0.3906,0.4532,0.1082,-0.0722
1SGQ_E_I,L,0.25,26,0.4111,0.4533,0.3203,0.191
1SGQ_E_I,L,0.5,26,0.4081,0.4528,0.5008,0.3929
1SGQ_E_I,L,1.0,26,0.4111,0.4519,0.6764,0.5906
1SGQ_E_I,L,2.0,26,0.3906,0.4526,0.8882,0.7677
1SGQ_E_I,random,0.0,26,0.3906,0.4532,0.1082,-0.0722
1SGQ_E_I,random,0.25,26,0.399,0.4533,0.0802,-0.1091
1SGQ_E_I,random,0.5,26,0.3996,0.4533,0.0122,-0.2207
1SGQ_E_I,random,1.0,26,0.378,0.4529,-0.1532,-0.5061
1SGQ_E_I,random,2.0,26,0.3215,0.45,-0.5209,-1.0344
1SGY_E_I,L,0.0,28,0.404,0.4464,0.031,-0.4884
1SGY_E_I,L,0.25,28,0.4191,0.4464,0.2463,-0.2694
1SGY_E_I,L,0.5,28,0.4286,0.4469,0.3798,-0.127
1SGY_E_I,L,1.0,28,0.4213,0.4467,0.5547,-0.0024
1SGY_E_I,L,2.0,28,0.4096,0.4463,0.7603,0.1577
1SGY_E_I,random,0.0,28,0.404,0.4464,0.031,-0.4884
1SGY_E_I,random,0.25,28,0.404,0.4469,0.0405,-0.4834
1SGY_E_I,random,0.5,28,0.3912,0.4472,0.0392,-0.5206
1SGY_E_I,random,1.0,28,0.361,0.4446,-0.0912,-0.7102
1SGY_E_I,random,2.0,28,0.3075,0.4437,-0.3512,-1.1526
1SIB_E_I,L,0.0,35,0.2835,0.4196,0.105,-0.0795
1SIB_E_I,L,0.25,35,0.2857,0.42,0.219,0.0188
1SIB_E_I,L,0.5,35,0.2808,0.4202,0.3386,0.112
1SIB_E_I,L,1.0,35,0.2799,0.4198,0.4911,0.1931
1SIB_E_I,L,2.0,35,0.2683,0.419,0.6817,0.2946
1SIB_E_I,random,0.0,35,0.2835,0.4196,0.105,-0.0795
1SIB_E_I,random,0.25,35,0.2839,0.4201,0.1075,-0.0644
1SIB_E_I,random,0.5,35,0.275,0.4202,0.094,-0.0932
1SIB_E_I,random,1.0,35,0.2692,0.4202,0.0366,-0.1496
1SIB_E_I,random,2.0,35,0.2183,0.4175,-0.0949,-0.3586
1SMF_E_I,L,0.0,23,0.4334,0.4206,0.4703,-0.0347
1SMF_E_I,L,0.25,23,0.4307,0.4215,0.5664,-0.0024
1SMF_E_I,L,0.5,23,0.426,0.4213,0.624,0.0294
1SMF_E_I,L,1.0,23,0.413,0.4211,0.7366,0.081
1SMF_E_I,L,2.0,23,0.3967,0.4206,0.8585,0.1561
1SMF_E_I,random,0.0,23,0.4334,0.4206,0.4703,-0.0347
1SMF_E_I,random,0.25,23,0.4327,0.4208,0.4707,-0.0423
1SMF_E_I,random,0.5,23,0.4314,0.4205,0.4467,-0.0707
1SMF_E_I,random,1.0,23,0.4117,0.4201,0.3196,-0.1764
1SMF_E_I,random,2.0,23,0.3444,0.4187,0.1306,-0.2715
1TM1_E_I,L,0.0,35,0.3116,0.441,0.1229,-0.1689
1TM1_E_I,L,0.25,35,0.3116,0.441,0.2328,-0.0865
1TM1_E_I,L,0.5,35,0.3085,0.4414,0.3343,-0.0115
1TM1_E_I,L,1.0,35,0.3009,0.4415,0.4801,0.0839
1TM1_E_I,L,2.0,35,0.2884,0.4409,0.6679,0.2218
1TM1_E_I,random,0.0,35,0.3116,0.441,0.1229,-0.1689
1TM1_E_I,random,0.25,35,0.317,0.4413,0.1221,-0.1761
1TM1_E_I,random,0.5,35,0.3174,0.4406,0.1138,-0.1923
1TM1_E_I,random,1.0,35,0.3165,0.4405,0.0751,-0.2636
1TM1_E_I,random,2.0,35,0.3031,0.4414,-0.0397,-0.3875
1TM3_E_I,L,0.0,33,0.3063,0.4426,0.2634,-0.2784
1TM3_E_I,L,0.25,33,0.2997,0.4421,0.395,-0.1729
1TM3_E_I,L,0.5,33,0.2997,0.4417,0.5033,-0.0788
1TM3_E_I,L,1.0,33,0.2898,0.4414,0.6751,0.0668
1TM3_E_I,L,2.0,33,0.2618,0.4411,0.8793,0.2166
1TM3_E_I,random,0.0,33,0.3063,0.4426,0.2634,-0.2784
1TM3_E_I,random,0.25,33,0.3002,0.4429,0.2627,-0.2953
1TM3_E_I,random,0.5,33,0.2992,0.4427,0.231,-0.3442
1TM3_E_I,random,1.0,33,0.2637,0.4416,0.2206,-0.4234
1TM3_E_I,random,2.0,33,0.197,0.4405,0.1395,-0.6409
1TM4_E_I,L,0.0,32,0.2998,0.4427,0.1652,0.0564
1TM4_E_I,L,0.25,32,0.2949,0.4423,0.2998,0.1603
1TM4_E_I,L,0.5,32,0.2964,0.4421,0.4053,0.2425
1TM4_E_I,L,1.0,32,0.2915,0.4419,0.5713,0.3535
1TM4_E_I,L,2.0,32,0.2593,0.4421,0.7935,0.5496
1TM4_E_I,random,0.0,32,0.2998,0.4427,0.1652,0.0564
1TM4_E_I,random,0.25,32,0.3018,0.4431,0.1534,0.0599
1TM4_E_I,random,0.5,32,0.2998,0.4424,0.1247,0.0075
1TM4_E_I,random,1.0,32,0.2954,0.4425,0.0973,-0.0417
1TM4_E_I,random,2.0,32,0.2529,0.4431,0.034,-0.0832
1TM5_E_I,L,0.0,33,0.3168,0.44,0.1114,-0.322
1TM5_E_I,L,0.25,33,0.3168,0.4392,0.2288,-0.2147
1TM5_E_I,L,0.5,33,0.3172,0.4392,0.3402,-0.1218
1TM5_E_I,L,1.0,33,0.322,0.4387,0.5134,-0.0111
1TM5_E_I,L,2.0,33,0.3087,0.4391,0.7313,0.1675
1TM5_E_I,random,0.0,33,0.3168,0.44,0.1114,-0.322
1TM5_E_I,random,0.25,33,0.3172,0.4396,0.0949,-0.3471
1TM5_E_I,random,0.5,33,0.3144,0.4398,0.0903,-0.3667
1TM5_E_I,random,1.0,33,0.3087,0.4395,0.1086,-0.3858
1TM5_E_I,random,2.0,33,0.2869,0.4395,0.0906,-0.406
1TM7_E_I,L,0.0,35,0.3018,0.4407,0.1504,-0.042
1TM7_E_I,L,0.25,35,0.3022,0.4406,0.2765,0.0398
1TM7_E_I,L,0.5,35,0.2982,0.4401,0.3895,0.1213
1TM7_E_I,L,1.0,35,0.3049,0.4401,0.5339,0.1972
1TM7_E_I,L,2.0,35,0.2884,0.4398,0.7517,0.332
1TM7_E_I,random,0.0,35,0.3018,0.4407,0.1504,-0.042
1TM7_E_I,random,0.25,35,0.3004,0.4408,0.1391,-0.0596
1TM7_E_I,random,0.5,35,0.3013,0.4404,0.1178,-0.082
1TM7_E_I,random,1.0,35,0.2946,0.4403,0.0879,-0.115
1TM7_E_I,random,2.0,35,0.2714,0.4394,0.0088,-0.2263
1TMG_E_I,L,0.0,35,0.3049,0.4416,0.1551,-0.1006
1TMG_E_I,L,0.25,35,0.3045,0.4418,0.2605,-0.0151
1TMG_E_I,L,0.5,35,0.3049,0.4419,0.3708,0.0579
1TMG_E_I,L,1.0,35,0.3134,0.4415,0.5205,0.1486
1TMG_E_I,L,2.0,35,0.3045,0.4418,0.715,0.2771
1TMG_E_I,random,0.0,35,0.3049,0.4416,0.1551,-0.1006
1TMG_E_I,random,0.25,35,0.304,0.4415,0.1433,-0.0988
1TMG_E_I,random,0.5,35,0.3018,0.4415,0.1335,-0.1059
1TMG_E_I,random,1.0,35,0.2888,0.4416,0.1032,-0.1414
1TMG_E_I,random,2.0,35,0.2527,0.441,0.0803,-0.2067
1TO1_E_I,L,0.0,33,0.312,0.4403,0.1384,-0.2438
1TO1_E_I,L,0.25,33,0.3134,0.4398,0.2633,-0.1593
1TO1_E_I,L,0.5,33,0.312,0.4393,0.3692,-0.1069
1TO1_E_I,L,1.0,33,0.3082,0.4397,0.543,0.0016
1TO1_E_I,L,2.0,33,0.2964,0.4395,0.772,0.1603
1TO1_E_I,random,0.0,33,0.312,0.4403,0.1384,-0.2438
1TO1_E_I,random,0.25,33,0.3153,0.4401,0.1475,-0.2423
1TO1_E_I,random,0.5,33,0.3239,0.4406,0.1477,-0.2383
1TO1_E_I,random,1.0,33,0.3224,0.4402,0.1522,-0.2509
1TO1_E_I,random,2.0,33,0.3187,0.4399,0.124,-0.2895
1U7F_B_AC,L,0.0,95,0.2383,0.2682,-0.1251,-0.2579
1U7F_B_AC,L,0.25,95,0.2533,0.2682,0.0014,-0.1588
1U7F_B_AC,L,0.5,95,0.2627,0.2679,0.0971,-0.0812
1U7F_B_AC,L,1.0,95,0.2789,0.2681,0.2394,0.0309
1U7F_B_AC,L,2.0,95,0.2919,0.2685,0.3945,0.1242
1U7F_B_AC,random,0.0,95,0.2383,0.2682,-0.1251,-0.2579
1U7F_B_AC,random,0.25,95,0.2451,0.2677,-0.1322,-0.2619
1U7F_B_AC,random,0.5,95,0.2433,0.2679,-0.1326,-0.2727
1U7F_B_AC,random,1.0,95,0.2322,0.267,-0.1705,-0.3107
1U7F_B_AC,random,2.0,95,0.2173,0.2676,-0.244,-0.3822
1UUZ_A_D,L,0.0,42,0.3397,0.3791,0.1345,-0.0398
1UUZ_A_D,L,0.25,42,0.3378,0.3786,0.3138,0.119
1UUZ_A_D,L,0.5,42,0.3411,0.3799,0.4398,0.2355
1UUZ_A_D,L,1.0,42,0.3356,0.3797,0.6079,0.3689
1UUZ_A_D,L,2.0,42,0.3255,0.3791,0.7821,0.4734
1UUZ_A_D,random,0.0,42,0.3397,0.3791,0.1345,-0.0398
1UUZ_A_D,random,0.25,42,0.3393,0.3787,0.1515,-0.0191
1UUZ_A_D,random,0.5,42,0.3363,0.3793,0.1597,0.0099
1UUZ_A_D,random,1.0,42,0.3225,0.3798,0.0611,-0.1502
1UUZ_A_D,random,2.0,42,0.2891,0.3804,-0.1183,-0.4824
1VFB_AB_C,L,0.0,33,0.2888,0.4175,-0.0577,0.0218
1VFB_AB_C,L,0.25,33,0.2926,0.4173,0.0879,0.1247
1VFB_AB_C,L,0.5,33,0.3063,0.4173,0.1844,0.2222
1VFB_AB_C,L,1.0,33,0.3234,0.4172,0.3542,0.3313
1VFB_AB_C,L,2.0,33,0.3575,0.4176,0.5676,0.4992
1VFB_AB_C,random,0.0,33,0.2888,0.4175,-0.0577,0.0218
1VFB_AB_C,random,0.25,33,0.2964,0.4173,-0.0411,0.0408
1VFB_AB_C,random,0.5,33,0.3125,0.4173,-0.0444,0.0566
1VFB_AB_C,random,1.0,33,0.3343,0.4172,-0.0342,0.0627
1VFB_AB_C,random,2.0,33,0.3769,0.4172,-0.014,0.0964
1WQJ_I_B,L,0.0,36,0.4401,0.3914,-0.2557,-0.7003
1WQJ_I_B,L,0.25,36,0.4648,0.3918,-0.117,-0.5366
1WQJ_I_B,L,0.5,36,0.4792,0.3909,-0.0315,-0.4472
1WQJ_I_B,L,1.0,36,0.4957,0.3902,0.076,-0.3532
1WQJ_I_B,L,2.0,36,0.5078,0.3902,0.2003,-0.2834
1WQJ_I_B,random,0.0,36,0.4401,0.3914,-0.2557,-0.7003
1WQJ_I_B,random,0.25,36,0.4401,0.3922,-0.2555,-0.6801
1WQJ_I_B,random,0.5,36,0.4353,0.394,-0.3134,-0.7451
1WQJ_I_B,random,1.0,36,0.3893,0.3933,-0.5377,-1.0803
1WQJ_I_B,random,2.0,36,0.326,0.3921,-0.7492,-1.411
1X1W_A_D,L,0.0,29,0.3017,0.4058,0.1328,0.4477
1X1W_A_D,L,0.25,29,0.3157,0.4053,0.2959,0.6725
1X1W_A_D,L,0.5,29,0.3217,0.4068,0.419,0.8365
1X1W_A_D,L,1.0,29,0.3211,0.4078,0.5924,1.0801
1X1W_A_D,L,2.0,29,0.3308,0.4079,0.7449,1.2402
1X1W_A_D,random,0.0,29,0.3017,0.4058,0.1328,0.4477
1X1W_A_D,random,0.25,29,0.2829,0.4052,0.087,0.382
1X1W_A_D,random,0.5,29,0.2753,0.4052,0.0396,0.2085
1X1W_A_D,random,1.0,29,0.2392,0.4034,-0.1094,-0.1191
1X1W_A_D,random,2.0,29,0.1929,0.4021,-0.4228,-0.6879
1X1X_A_D,L,0.0,30,0.2677,0.3962,0.1498,0.3355
1X1X_A_D,L,0.25,30,0.2766,0.3966,0.2945,0.4956
1X1X_A_D,L,0.5,30,0.2818,0.397,0.4235,0.6579
1X1X_A_D,L,1.0,30,0.2844,0.3971,0.6007,0.8164
1X1X_A_D,L,2.0,30,0.2854,0.3952,0.7878,0.8885
1X1X_A_D,random,0.0,30,0.2677,0.3962,0.1498,0.3355
1X1X_A_D,random,0.25,30,0.2729,0.3966,0.139,0.2961
1X1X_A_D,random,0.5,30,0.2693,0.3965,0.1351,0.3033
1X1X_A_D,random,1.0,30,0.2719,0.3958,0.0841,0.223
1X1X_A_D,random,2.0,30,0.2672,0.3954,-0.0797,-0.1254
1XD3_A_B,L,0.0,42,0.3289,0.3809,-0.2609,0.831
1XD3_A_B,L,0.25,42,0.3527,0.3813,-0.0892,0.9457
1XD3_A_B,L,0.5,42,0.3743,0.3822,0.0447,1.037
1XD3_A_B,L,1.0,42,0.3895,0.3823,0.2075,1.1086
1XD3_A_B,L,2.0,42,0.4133,0.382,0.3766,1.1863
1XD3_A_B,random,0.0,42,0.3289,0.3809,-0.2609,0.831
1XD3_A_B,random,0.25,42,0.3311,0.381,-0.2742,0.8098
1XD3_A_B,random,0.5,42,0.3318,0.3811,-0.3179,0.758
1XD3_A_B,random,1.0,42,0.3177,0.3801,-0.4467,0.6261
1XD3_A_B,random,2.0,42,0.3065,0.38,-0.6302,0.4196
1XGP_AB_C,L,0.0,36,0.2513,0.3961,0.2313,0.2045
1XGP_AB_C,L,0.25,36,0.2522,0.3961,0.3321,0.2838
1XGP_AB_C,L,0.5,36,0.2483,0.3955,0.4205,0.357
1XGP_AB_C,L,1.0,36,0.2383,0.3954,0.5567,0.4488
1XGP_AB_C,L,2.0,36,0.2227,0.3957,0.7707,0.6076
1XGP_AB_C,random,0.0,36,0.2513,0.3961,0.2313,0.2045
1XGP_AB_C,random,0.25,36,0.247,0.3963,0.2375,0.2133
1XGP_AB_C,random,0.5,36,0.2435,0.3964,0.2225,0.1971
1XGP_AB_C,random,1.0,36,0.2305,0.3961,0.1692,0.1471
1XGP_AB_C,random,2.0,36,0.2127,0.3962,0.0371,0.0631
1XGQ_AB_C,L,0.0,39,0.2512,0.4005,0.2285,0.3332
1XGQ_AB_C,L,0.25,39,0.2488,0.4003,0.3006,0.3877
1XGQ_AB_C,L,0.5,39,0.2416,0.4003,0.3886,0.4668
1XGQ_AB_C,L,1.0,39,0.234,0.4,0.5281,0.5815
1XGQ_AB_C,L,2.0,39,0.2127,0.3999,0.7308,0.7083
1XGQ_AB_C,random,0.0,39,0.2512,0.4005,0.2285,0.3332
1XGQ_AB_C,random,0.25,39,0.248,0.4003,0.2122,0.3255
1XGQ_AB_C,random,0.5,39,0.2436,0.4004,0.1856,0.296
1XGQ_AB_C,random,1.0,39,0.2252,0.4005,0.1523,0.3083
1XGQ_AB_C,random,2.0,39,0.2103,0.4004,0.1004,0.3163
1XGR_AB_C,L,0.0,38,0.2636,0.3965,0.1932,0.1476
1XGR_AB_C,L,0.25,38,0.2623,0.3962,0.2884,0.2158
1XGR_AB_C,L,0.5,38,0.2652,0.3959,0.3839,0.3019
1XGR_AB_C,L,1.0,38,0.264,0.3957,0.5455,0.4389
1XGR_AB_C,L,2.0,38,0.2644,0.396,0.7548,0.5896
1XGR_AB_C,random,0.0,38,0.2636,0.3965,0.1932,0.1476
1XGR_AB_C,random,0.25,38,0.2627,0.3964,0.1991,0.122
1XGR_AB_C,random,0.5,38,0.2562,0.3962,0.2141,0.1113
1XGR_AB_C,random,1.0,38,0.2611,0.3959,0.2311,0.0806
1XGR_AB_C,random,2.0,38,0.2475,0.3961,0.1897,-0.0316
1XGT_AB_C,L,0.0,40,0.2535,0.4022,0.1766,0.0409
1XGT_AB_C,L,0.25,40,0.2504,0.4021,0.2796,0.145
1XGT_AB_C,L,0.5,40,0.2473,0.4023,0.3779,0.2356
1XGT_AB_C,L,1.0,40,0.243,0.4022,0.5198,0.3581
1XGT_AB_C,L,2.0,40,0.2469,0.4019,0.7391,0.5449
1XGT_AB_C,random,0.0,40,0.2535,0.4022,0.1766,0.0409
1XGT_AB_C,random,0.25,40,0.2445,0.4023,0.172,0.0286
1XGT_AB_C,random,0.5,40,0.2426,0.4022,0.1636,0.0258
1XGT_AB_C,random,1.0,40,0.2352,0.4024,0.1149,-0.042
1XGT_AB_C,random,2.0,40,0.1855,0.4018,-0.0571,-0.1867
1XGU_AB_C,L,0.0,41,0.2508,0.4003,0.076,-0.0485
1XGU_AB_C,L,0.25,41,0.2534,0.4002,0.1617,0.0225
1XGU_AB_C,L,0.5,41,0.2523,0.4005,0.2396,0.1153
1XGU_AB_C,L,1.0,41,0.2481,0.4006,0.3671,0.2361
1XGU_AB_C,L,2.0,41,0.2454,0.4002,0.5724,0.4238
1XGU_AB_C,random,0.0,41,0.2508,0.4003,0.076,-0.0485
1XGU_AB_C,random,0.25,41,0.2519,0.4003,0.0752,-0.0551
1XGU_AB_C,random,0.5,41,0.2485,0.4,0.0678,-0.0472
1XGU_AB_C,random,1.0,41,0.2485,0.4007,0.0722,-0.0391
1XGU_AB_C,random,2.0,41,0.2153,0.4,0.0208,-0.0924
1XXM_A_C,L,0.0,48,0.2295,0.3933,0.2574,-0.1566
1XXM_A_C,L,0.25,48,0.236,0.3933,0.3712,-0.0824
1XXM_A_C,L,0.5,48,0.2425,0.3931,0.4929,0.0024
1XXM_A_C,L,1.0,48,0.2438,0.3931,0.6611,0.1326
1XXM_A_C,L,2.0,48,0.2204,0.392,0.8791,0.2733
1XXM_A_C,random,0.0,48,0.2295,0.3933,0.2574,-0.1566
1XXM_A_C,random,0.25,48,0.2347,0.3939,0.2352,-0.1586
1XXM_A_C,random,0.5,48,0.2376,0.3937,0.2225,-0.1655
1XXM_A_C,random,1.0,48,0.249,0.3938,0.19,-0.1538
1XXM_A_C,random,2.0,48,0.2174,0.3935,0.0296,-0.2569
1Y1K_E_I,L,0.0,33,0.2912,0.4403,0.2527,0.0426
1Y1K_E_I,L,0.25,33,0.2902,0.4404,0.3833,0.1246
1Y1K_E_I,L,0.5,33,0.2798,0.4408,0.4877,0.1842
1Y1K_E_I,L,1.0,33,0.2831,0.4407,0.6529,0.2922
1Y1K_E_I,L,2.0,33,0.2708,0.4411,0.852,0.414
1Y1K_E_I,random,0.0,33,0.2912,0.4403,0.2527,0.0426
1Y1K_E_I,random,0.25,33,0.295,0.4404,0.263,0.0572
1Y1K_E_I,random,0.5,33,0.2869,0.4405,0.2782,0.0549
1Y1K_E_I,random,1.0,33,0.2812,0.4401,0.2858,0.0562
1Y1K_E_I,random,2.0,33,0.2396,0.4399,0.1807,-0.0206
1Y33_E_I,L,0.0,34,0.3107,0.44,0.1773,-0.0765
1Y33_E_I,L,0.25,34,0.3203,0.4401,0.33,0.0355
1Y33_E_I,L,0.5,34,0.3304,0.44,0.4541,0.1379
1Y33_E_I,L,1.0,34,0.3272,0.4405,0.6022,0.2367
1Y33_E_I,L,2.0,34,0.3199,0.4411,0.7753,0.3452
1Y33_E_I,random,0.0,34,0.3107,0.44,0.1773,-0.0765
1Y33_E_I,random,0.25,34,0.3235,0.4403,0.1612,-0.0799
1Y33_E_I,random,0.5,34,0.3125,0.4403,0.1016,-0.1116
1Y33_E_I,random,1.0,34,0.2803,0.4399,-0.0374,-0.2014
1Y33_E_I,random,2.0,34,0.2289,0.44,-0.1773,-0.3021
1Y34_E_I,L,0.0,32,0.3218,0.4402,0.1434,-0.2226
1Y34_E_I,L,0.25,32,0.3223,0.44,0.2588,-0.1375
1Y34_E_I,L,0.5,32,0.3184,0.4404,0.39,-0.0616
1Y34_E_I,L,1.0,32,0.3267,0.4404,0.5349,0.0538
1Y34_E_I,L,2.0,32,0.3174,0.4403,0.7216,0.1482
1Y34_E_I,random,0.0,32,0.3218,0.4402,0.1434,-0.2226
1Y34_E_I,random,0.25,32,0.3213,0.4399,0.1452,-0.2166
1Y34_E_I,random,0.5,32,0.3208,0.4401,0.1163,-0.2581
1Y34_E_I,random,1.0,32,0.3003,0.439,0.0749,-0.3371
1Y34_E_I,random,2.0,32,0.25,0.4391,-0.0236,-0.5246
1Y3B_E_I,L,0.0,33,0.3125,0.4401,0.1099,-0.1568
1Y3B_E_I,L,0.25,33,0.3092,0.439,0.2453,-0.0709
1Y3B_E_I,L,0.5,33,0.313,0.4394,0.3388,0.0173
1Y3B_E_I,L,1.0,33,0.3097,0.4391,0.5068,0.1406
1Y3B_E_I,L,2.0,33,0.2902,0.4392,0.6945,0.2809
1Y3B_E_I,random,0.0,33,0.3125,0.4401,0.1099,-0.1568
1Y3B_E_I,random,0.25,33,0.3054,0.4396,0.1169,-0.132
1Y3B_E_I,random,0.5,33,0.295,0.4395,0.1211,-0.1131
1Y3B_E_I,random,1.0,33,0.2652,0.4389,0.089,-0.1508
1Y3B_E_I,random,2.0,33,0.2027,0.4382,-0.0291,-0.2366
1Y3C_E_I,L,0.0,32,0.3164,0.4391,0.1435,-0.3563
1Y3C_E_I,L,0.25,32,0.3242,0.4392,0.2724,-0.2727
1Y3C_E_I,L,0.5,32,0.3237,0.4395,0.3919,-0.1982
1Y3C_E_I,L,1.0,32,0.3252,0.4391,0.5402,-0.111
1Y3C_E_I,L,2.0,32,0.3164,0.4389,0.7389,0.0172
1Y3C_E_I,random,0.0,32,0.3164,0.4391,0.1435,-0.3563
1Y3C_E_I,random,0.25,32,0.3145,0.439,0.145,-0.3739
1Y3C_E_I,random,0.5,32,0.3135,0.4393,0.12,-0.4017
1Y3C_E_I,random,1.0,32,0.2866,0.4391,0.0631,-0.4415
1Y3C_E_I,random,2.0,32,0.2642,0.4385,0.029,-0.5133
1Y3D_E_I,L,0.0,35,0.3174,0.4413,0.0707,-0.4206
1Y3D_E_I,L,0.25,35,0.3179,0.4413,0.1754,-0.3405
1Y3D_E_I,L,0.5,35,0.3237,0.4413,0.2724,-0.2688
1Y3D_E_I,L,1.0,35,0.3187,0.4419,0.423,-0.1633
1Y3D_E_I,L,2.0,35,0.3116,0.4413,0.5975,-0.0493
1Y3D_E_I,random,0.0,35,0.3174,0.4413,0.0707,-0.4206
1Y3D_E_I,random,0.25,35,0.3179,0.4415,0.0716,-0.4221
1Y3D_E_I,random,0.5,35,0.3165,0.4417,0.0733,-0.4
1Y3D_E_I,random,1.0,35,0.3067,0.4422,0.0639,-0.3783
1Y3D_E_I,random,2.0,35,0.283,0.4419,0.0511,-0.4261
1Y48_E_I,L,0.0,35,0.3299,0.4329,0.1033,-0.2954
1Y48_E_I,L,0.25,35,0.3277,0.4331,0.2413,-0.2004
1Y48_E_I,L,0.5,35,0.3304,0.4324,0.3524,-0.148
1Y48_E_I,L,1.0,35,0.3393,0.4323,0.5125,-0.0367
1Y48_E_I,L,2.0,35,0.3317,0.4331,0.6903,0.0536
1Y48_E_I,random,0.0,35,0.3299,0.4329,0.1033,-0.2954
1Y48_E_I,random,0.25,35,0.333,0.4326,0.1011,-0.2657
1Y48_E_I,random,0.5,35,0.3219,0.4327,0.0704,-0.2923
1Y48_E_I,random,1.0,35,0.3107,0.4324,0.0375,-0.3324
1Y48_E_I,random,2.0,35,0.2763,0.432,-0.0335,-0.4296
1Y4A_E_I,L,0.0,41,0.2797,0.4696,0.3383,0.0797
1Y4A_E_I,L,0.25,41,0.2732,0.4693,0.4515,0.1438
1Y4A_E_I,L,0.5,41,0.266,0.4692,0.5566,0.2011
