complex_id,direction,k,iptm,ptm,interface_pae,interface_plddt,n_iface,seed
3EQY_A_C,random,2,0.37,0.8,9.8126,68.1177,22,20260803
3LNZ_A_B,wt,-1,0.88,0.89,2.1274,96.7114,21,20260803
3LNZ_A_B,L,0,0.89,0.9,1.9562,97.161,21,20260803
3LNZ_A_B,L,1,0.37,0.81,10.0406,67.4862,21,20260803
3LNZ_A_B,L,2,0.34,0.82,10.9945,69.7276,21,20260803
3LNZ_A_B,random,0,0.87,0.89,2.5597,94.551,21,20260803
3LNZ_A_B,random,1,0.33,0.81,10.3848,66.2248,21,20260803
3LNZ_A_B,random,2,0.29,0.8,10.8512,69.8281,21,20260803
3QHY_A_B,wt,-1,0.23,0.6,23.0974,76.3974,47,20260803
3QHY_A_B,L,0,0.33,0.63,15.0484,71.1834,47,20260803
3QHY_A_B,L,1,0.28,0.62,16.0241,70.4487,47,20260803
3QHY_A_B,L,2,0.77,0.86,5.0394,86.1738,47,20260803
3QHY_A_B,random,0,0.24,0.6,19.0531,70.5898,47,20260803
3QHY_A_B,random,1,0.28,0.62,15.7472,71.2611,47,20260803
3QHY_A_B,random,2,0.24,0.6,22.8206,73.0206,47,20260803
3RF3_A_C,wt,-1,0.94,0.88,2.3182,95.8282,45,20260803
3RF3_A_C,L,0,0.94,0.88,2.5782,95.1062,45,20260803
3RF3_A_C,L,1,0.94,0.89,2.4403,95.99,45,20260803
3RF3_A_C,L,2,0.93,0.88,2.9206,94.0407,45,20260803
3RF3_A_C,random,0,0.46,0.8,13.1002,60.1224,45,20260803
3RF3_A_C,random,1,0.39,0.79,21.8211,60.1107,45,20260803
3RF3_A_C,random,2,0.33,0.8,15.978,54.6131,45,20260803
3S9D_A_B,wt,-1,0.84,0.75,4.2254,87.6428,39,20260803
3S9D_A_B,L,0,0.78,0.74,4.7295,83.02,39,20260803
3S9D_A_B,L,1,0.79,0.73,5.846,79.1367,39,20260803
3S9D_A_B,L,2,0.62,0.67,6.2889,75.2085,39,20260803
3S9D_A_B,random,0,0.26,0.5,15.339,58.9921,39,20260803
3S9D_A_B,random,1,0.53,0.62,9.0559,70.3323,39,20260803
3S9D_A_B,random,2,0.14,0.44,21.7391,60.1672,39,20260803
3SE3_B_A,wt,-1,0.63,0.72,10.4313,78.1447,43,20260803
3SE3_B_A,L,0,0.52,0.71,11.76,65.8465,43,20260803
3SE3_B_A,L,1,0.57,0.71,11.6942,68.3344,43,20260803
3SE3_B_A,L,2,0.66,0.71,10.333,71.9274,43,20260803
3SE3_B_A,random,0,0.53,0.69,9.8274,68.8537,43,20260803
3SE3_B_A,random,1,0.29,0.62,17.9738,56.9542,43,20260803
3SE3_B_A,random,2,0.57,0.71,10.3484,70.5719,43,20260803
3SEK_B_C,wt,-1,0.8,0.81,8.428,83.5349,69,20260803
3SEK_B_C,L,0,0.79,0.79,10.9608,78.8328,69,20260803
3SEK_B_C,L,1,0.72,0.76,11.1179,76.0841,69,20260803
3SEK_B_C,L,2,0.76,0.76,11.991,76.6933,69,20260803
3SEK_B_C,random,0,0.25,0.56,21.3343,58.0245,69,20260803
3SEK_B_C,random,1,0.51,0.62,15.9427,66.4986,69,20260803
3SEK_B_C,random,2,0.16,0.49,25.3854,56.1878,69,20260803
3SGB_E_I,wt,-1,0.91,0.94,2.1804,95.3157,30,20260803
3SGB_E_I,L,0,0.38,0.83,10.6928,66.625,30,20260803
3SGB_E_I,L,1,0.9,0.94,2.4507,93.6193,30,20260803
3SGB_E_I,L,2,0.47,0.84,9.3371,68.5527,30,20260803
3SGB_E_I,random,0,0.4,0.83,9.569,69.3573,30,20260803
3SGB_E_I,random,1,0.38,0.83,9.9113,68.8513,30,20260803
3SGB_E_I,random,2,0.71,0.89,4.3431,83.6667,30,20260803
3UII_A_P,wt,-1,0.9,0.84,,96.9044,9,20260803
3UII_A_P,L,0,0.89,0.82,,96.48,9,20260803
3UII_A_P,L,1,0.77,0.83,,95.1733,9,20260803
3UII_A_P,L,2,0.86,0.83,,96.2922,9,20260803
3UII_A_P,random,0,0.66,0.82,,91.11,9,20260803
3UII_A_P,random,1,0.77,0.83,,94.63,9,20260803
3UII_A_P,random,2,0.84,0.83,,95.6511,9,20260803
4CPA_A_I,wt,-1,0.47,0.9,12.6658,65.8869,26,20260803
4CPA_A_I,L,0,0.44,0.9,13.2345,62.9554,26,20260803
4CPA_A_I,L,1,0.42,0.9,15.4,58.9919,26,20260803
4CPA_A_I,L,2,0.42,0.89,14.8603,58.7435,26,20260803
4CPA_A_I,random,0,0.41,0.89,14.2227,63.0238,26,20260803
4CPA_A_I,random,1,0.27,0.88,19.9494,57.955,26,20260803
4CPA_A_I,random,2,0.26,0.87,20.4507,56.2269,26,20260803
4E6K_AB_G,wt,-1,0.89,0.92,3.3825,91.9882,22,20260803
4E6K_AB_G,L,0,0.84,0.89,6.4048,88.0514,22,20260803
4E6K_AB_G,L,1,0.76,0.84,10.3388,81.4927,22,20260803
4E6K_AB_G,L,2,0.83,0.88,7.2773,86.7391,22,20260803
4E6K_AB_G,random,0,0.4,0.63,27.8231,52.2145,22,20260803
4E6K_AB_G,random,1,0.57,0.72,25.5846,56.6836,22,20260803
4E6K_AB_G,random,2,0.54,0.71,26.6768,72.37,22,20260803
4J2L_A_CD,wt,-1,0.76,0.77,16.0425,68.6851,45,20260803
4J2L_A_CD,L,0,0.82,0.83,10.1263,85.8251,45,20260803
4J2L_A_CD,L,1,0.71,0.78,7.7112,75.3351,45,20260803
4J2L_A_CD,L,2,0.77,0.8,5.1563,84.7209,45,20260803
4J2L_A_CD,random,0,0.72,0.79,14.2807,67.8449,45,20260803
4J2L_A_CD,random,1,0.66,0.73,19.6438,59.9447,45,20260803
4J2L_A_CD,random,2,0.63,0.72,17.2193,58.7111,45,20260803
4NZW_A_B,wt,-1,0.86,0.89,4.1171,89.55,42,20260803
4NZW_A_B,L,0,0.76,0.84,6.2852,79.6652,42,20260803
4NZW_A_B,L,1,0.64,0.78,9.4244,74.3867,42,20260803
4NZW_A_B,L,2,0.82,0.86,5.6086,83.8557,42,20260803
4NZW_A_B,random,0,0.16,0.56,27.3096,66.7271,42,20260803
4NZW_A_B,random,1,0.25,0.6,19.6899,65.4967,42,20260803
4NZW_A_B,random,2,0.66,0.79,8.2704,81.7388,42,20260803
4WND_A_B,wt,-1,0.88,0.92,6.6089,91.0282,67,20260803
4WND_A_B,L,0,0.5,0.87,14.372,71.177,67,20260803
4WND_A_B,L,1,0.41,0.87,17.5499,68.42,67,20260803
4WND_A_B,L,2,0.39,0.87,17.4516,67.36,67,20260803
4WND_A_B,random,0,0.55,0.86,13.6367,73.1049,67,20260803
4WND_A_B,random,1,0.46,0.86,15.8662,69.813,67,20260803
4WND_A_B,random,2,0.36,0.86,17.8781,68.4736,67,20260803
